#,code,price,start_time,end_time,start_station_id,end_station_id
7583,882878827,5.00,2023-03-18 20:39:47,2023-03-18 20:46:47,43,239
7584,882878827,8.00,2023-01-13 08:30:00,2023-01-13 08:51:00,52,218
7585,882878827,5.00,2023-01-16 22:34:11,2023-01-16 23:34:11,105,236
7586,882878827,5.00,2023-02-17 10:49:16,2023-02-17 11:25:16,221,285
7587,882878827,7.00,2023-04-11 19:58:38,2023-04-11 19:58:38,243,16
7588,882878827,8.00,2023-03-16 11:51:40,2023-03-16 12:14:40,301,49
7589,882880092,5.00,2023-08-19 10:31:55,2023-08-19 11:16:55,84,202
7590,882880092,9.00,2023-02-16 16:58:26,2023-02-16 17:23:26,89,300
7591,882880092,7.00,2023-03-26 13:32:19,2023-03-26 13:36:19,198,166
7592,882884298,7.00,2024-01-03 18:53:59,2024-01-03 19:19:59,35,111
7593,882884298,9.00,2023-12-24 12:58:50,2023-12-24 13:53:50,41,60
7594,882884298,3.00,2023-07-23 13:36:41,2023-07-23 13:40:41,69,254
7595,882884298,9.00,2023-10-04 17:49:49,2023-10-04 18:04:49,237,66
7596,882884298,9.00,2024-01-15 08:32:43,2024-01-15 09:26:43,272,286
7597,882884298,3.00,2023-01-22 22:50:48,2023-01-22 23:09:48,294,299
7598,882885002,6.00,2023-07-22 18:43:10,2023-07-22 18:51:10,115,100
7599,882885002,7.00,2024-02-14 10:57:41,2024-02-14 11:26:41,200,247
7600,882885924,7.00,2023-05-13 18:35:23,2023-05-13 19:10:23,30,251
7601,882885924,9.00,2024-02-02 10:56:15,2024-02-02 11:55:15,161,288
7602,882885924,9.00,2023-07-05 13:49:13,2023-07-05 14:21:13,232,131
7603,882885924,5.00,2023-10-16 20:56:10,2023-10-16 21:01:10,251,98
7604,882885924,8.00,2023-07-29 14:36:23,2023-07-29 15:01:23,275,277
7605,882889955,5.00,2023-01-10 06:30:19,2023-01-10 07:29:19,24,200
7606,882889955,7.00,2023-10-10 21:53:22,2023-10-10 22:13:22,218,249
7607,882889955,7.00,2023-10-02 22:44:10,2023-10-02 22:47:10,224,304
7608,882889955,5.00,2023-05-28 20:41:21,2023-05-28 21:32:21,249,65
7609,882889955,8.00,2023-03-03 13:50:11,2023-03-03 13:58:11,265,141
7610,882890516,6.00,2024-02-02 08:52:57,2024-02-02 09:46:57,72,188
7611,882890695,8.00,2024-03-02 10:46:45,2024-03-02 11:38:45,28,280
7612,882890695,3.00,2024-03-10 13:42:31,2024-03-10 14:36:31,48,130
7613,882891275,6.00,2023-06-18 18:42:52,2023-06-18 19:12:52,8,135
7614,882891275,6.00,2024-02-14 21:49:17,2024-02-14 22:19:17,166,101
7615,882891275,4.00,2023-01-14 15:43:29,2023-01-14 15:56:29,282,296
7616,882892028,2.00,2024-03-14 18:52:24,2024-03-14 19:28:24,24,225
7617,882893927,6.00,2024-01-15 19:32:10,2024-01-15 19:51:10,238,257
7618,882895655,7.00,2023-06-02 17:44:36,2023-06-02 18:12:36,67,92
7619,882895655,5.00,2023-12-27 14:44:52,2023-12-27 15:05:52,88,118
7620,882895655,7.00,2023-11-26 12:47:38,2023-11-26 13:20:38,115,166
7621,882895655,3.00,2024-02-28 06:48:25,2024-02-28 07:40:25,208,200
7622,882897293,5.00,2024-02-22 18:39:47,2024-02-22 18:41:47,141,261
7623,882897293,4.00,2024-03-22 20:48:51,2024-03-22 21:01:51,243,51
7624,882898125,8.00,2023-06-21 15:35:15,2023-06-21 15:54:15,58,137
7625,882898125,5.00,2023-04-28 14:38:57,2023-04-28 15:14:57,177,3
7626,882898125,4.00,2023-08-03 07:58:31,2023-08-03 08:55:31,243,54
7627,882898817,8.00,2023-11-12 19:33:14,2023-11-12 19:41:14,207,45
7628,882898817,4.00,2024-02-21 07:59:20,2024-02-21 08:16:20,214,47
7629,882898817,5.00,2023-12-24 12:35:58,2023-12-24 12:59:58,304,43
7630,882899885,4.00,2023-04-04 07:48:17,2023-04-04 08:18:17,110,250
7631,882899885,7.00,2024-02-03 10:51:47,2024-02-03 10:55:47,186,34
7632,882899885,7.00,2023-10-16 10:35:57,2023-10-16 11:23:57,193,83
7633,882899885,4.00,2023-07-02 10:32:25,2023-07-02 10:40:25,196,184
7634,882899885,8.00,2023-08-21 21:56:25,2023-08-21 22:56:25,277,18
7635,882900121,3.00,2024-03-18 08:54:01,2024-03-18 09:43:01,79,43
7636,882900121,5.00,2023-12-11 06:32:27,2023-12-11 07:22:27,155,127
7637,882900121,7.00,2023-03-08 14:36:11,2023-03-08 15:34:11,173,26
7638,882900121,7.00,2023-07-27 08:52:41,2023-07-27 09:07:41,288,33
7639,882900299,2.00,2023-11-21 11:47:10,2023-11-21 12:11:10,118,143
7640,882900598,7.00,2023-05-21 10:44:10,2023-05-21 11:18:10,131,29
7641,882900598,10.00,2023-04-23 22:45:28,2023-04-23 23:06:28,137,72
7642,882900598,7.00,2023-09-09 15:48:12,2023-09-09 16:19:12,158,218
7643,882900598,8.00,2023-11-28 17:56:04,2023-11-28 18:47:04,164,280
7644,882900598,8.00,2023-12-19 13:55:13,2023-12-19 14:55:13,189,84
7645,882900598,5.00,2023-10-06 10:32:42,2023-10-06 11:02:42,256,95
7646,882901318,12.00,2023-12-05 20:53:23,2023-12-05 21:14:23,101,275
7647,882901318,5.00,2024-03-18 07:53:02,2024-03-18 08:02:02,228,126
7648,882901318,9.00,2024-01-16 07:56:51,2024-01-16 08:09:51,249,108
7649,882901318,6.00,2023-03-02 14:46:38,2023-03-02 15:41:38,301,53
7650,882903423,11.00,2023-02-20 12:45:09,2023-02-20 12:59:09,4,294
7651,882903423,6.00,2023-07-02 15:52:31,2023-07-02 16:22:31,27,186
7652,882903423,8.00,2023-10-29 08:51:55,2023-10-29 08:55:55,74,152
7653,882903423,4.00,2023-08-24 15:53:43,2023-08-24 16:46:43,188,149
7654,882903423,9.00,2023-08-22 12:57:57,2023-08-22 13:07:57,223,286
7655,882903423,10.00,2023-07-08 18:49:45,2023-07-08 19:47:45,288,137
7656,882903423,6.00,2023-12-28 06:45:50,2023-12-28 07:38:50,304,186
7657,882904526,9.00,2023-01-11 09:47:35,2023-01-11 10:25:35,28,209
7658,882904526,6.00,2023-07-18 16:36:54,2023-07-18 17:06:54,241,139
7659,882904526,4.00,2023-03-12 11:36:14,2023-03-12 11:36:14,293,141
7660,882905024,7.00,2023-02-18 12:48:40,2023-02-18 12:48:40,26,161
7661,882905024,4.00,2023-04-07 15:51:30,2023-04-07 16:25:30,128,42
7662,882905024,11.00,2023-04-02 06:39:45,2023-04-02 07:39:45,164,275
7663,882905587,7.00,2023-09-21 08:55:28,2023-09-21 09:34:28,66,277
7664,882905587,3.00,2024-03-18 19:49:55,2024-03-18 19:52:55,86,37
7665,882905587,6.00,2024-03-14 09:44:41,2024-03-14 10:30:41,102,122
7666,882905587,9.00,2023-06-17 21:58:16,2023-06-17 21:59:16,219,120
7667,882905587,6.00,2023-05-15 19:49:32,2023-05-15 19:56:32,256,90
7668,882906376,8.00,2023-04-20 12:31:59,2023-04-20 13:25:59,48,152
7669,882906376,7.00,2023-09-18 09:35:38,2023-09-18 09:55:38,295,175
7670,882908345,7.00,2024-02-21 11:32:48,2024-02-21 12:01:48,9,91
7671,882908345,6.00,2024-01-30 22:49:59,2024-01-30 22:56:59,76,103
7672,882908819,7.00,2023-08-12 07:40:54,2023-08-12 07:54:54,1,293
7673,882908819,11.00,2023-11-12 20:55:09,2023-11-12 21:14:09,34,110
7674,882908819,8.00,2023-10-26 09:57:47,2023-10-26 10:05:47,120,20
7675,882908819,7.00,2023-06-27 08:49:37,2023-06-27 08:50:37,174,140
7676,882908819,4.00,2024-02-11 20:33:13,2024-02-11 20:46:13,304,32
7677,882912824,4.00,2023-09-10 21:36:03,2023-09-10 22:11:03,19,247
7678,882912824,8.00,2023-11-03 18:47:14,2023-11-03 19:26:14,117,82
7679,882912824,8.00,2024-01-14 21:55:12,2024-01-14 22:12:12,173,225
7680,882912824,12.00,2023-03-20 14:50:17,2023-03-20 15:12:17,253,288
7681,882914493,2.00,2024-03-05 10:53:28,2024-03-05 11:17:28,102,84
7682,882914493,7.00,2023-10-08 08:31:01,2023-10-08 09:03:01,160,264
7683,882914493,7.00,2023-04-09 19:55:14,2023-04-09 20:45:14,188,67
7684,882914493,2.00,2023-08-12 16:37:56,2023-08-12 17:21:56,225,25
7685,882914493,7.00,2023-01-13 22:33:31,2023-01-13 22:42:31,240,160
7686,882914493,8.00,2023-07-21 15:46:04,2023-07-21 16:21:04,265,254
7687,882914931,6.00,2023-12-10 22:38:12,2023-12-10 22:53:12,13,146
7688,882914931,3.00,2023-05-28 10:51:41,2023-05-28 11:49:41,58,233
7689,882914931,9.00,2023-01-09 07:31:41,2023-01-09 07:51:41,98,38
7690,882914931,8.00,2023-11-25 10:39:32,2023-11-25 11:02:32,109,189
7691,882914931,8.00,2023-01-28 06:39:31,2023-01-28 07:10:31,234,282
7692,882914931,5.00,2023-11-28 08:49:58,2023-11-28 09:37:58,242,54
7693,882916330,7.00,2023-11-24 20:34:12,2023-11-24 21:15:12,101,147
7694,882918866,4.00,2024-01-01 18:42:50,2024-01-01 18:45:50,52,210
7695,882918866,3.00,2024-03-15 14:44:19,2024-03-15 14:49:19,97,114
7696,882918866,3.00,2023-05-28 21:48:20,2023-05-28 22:05:20,145,246
7697,882918866,5.00,2023-03-13 06:59:58,2023-03-13 07:23:58,179,84
7698,882918866,5.00,2023-12-19 18:54:12,2023-12-19 19:32:12,225,109
7699,882918866,9.00,2023-05-06 06:55:09,2023-05-06 07:53:09,227,297
7700,882918866,4.00,2023-08-26 13:47:32,2023-08-26 14:09:32,277,45
7701,882921319,11.00,2023-10-31 06:40:59,2023-10-31 06:44:59,185,207
7702,882921319,4.00,2023-04-08 09:34:59,2023-04-08 10:32:59,214,174
7703,882921339,6.00,2024-02-06 21:44:56,2024-02-06 22:40:56,25,196
7704,882921339,5.00,2023-10-14 11:39:44,2023-10-14 12:19:44,55,176
7705,882921339,7.00,2024-03-02 12:34:35,2024-03-02 12:44:35,62,99
7706,882921339,4.00,2024-01-22 17:36:54,2024-01-22 17:50:54,210,260
7707,882921387,9.00,2024-03-05 09:45:27,2024-03-05 09:51:27,50,51
7708,882921387,9.00,2023-08-06 08:42:46,2023-08-06 08:55:46,74,280
7709,882921387,11.00,2023-10-14 09:46:48,2023-10-14 10:31:48,190,110
7710,882921387,9.00,2024-03-14 12:36:15,2024-03-14 13:33:15,288,44
7711,882921479,7.00,2024-02-12 11:45:41,2024-02-12 12:07:41,39,198
7712,882921479,4.00,2023-09-02 11:59:21,2023-09-02 12:40:21,47,245
7713,882921479,6.00,2023-09-07 14:30:38,2023-09-07 15:19:38,285,271
7714,882921936,6.00,2023-10-08 14:51:58,2023-10-08 15:04:58,20,87
7715,882921936,11.00,2023-05-03 08:54:59,2023-05-03 09:39:59,151,173
7716,882921936,10.00,2023-11-06 21:40:28,2023-11-06 22:26:28,191,282
7717,882921936,9.00,2024-02-08 22:46:38,2024-02-08 23:30:38,198,288
7718,882921936,7.00,2023-07-13 11:56:25,2023-07-13 12:15:25,200,76
7719,882921936,7.00,2023-09-06 10:30:17,2023-09-06 10:30:17,201,19
7720,882921936,10.00,2023-11-02 11:57:03,2023-11-02 11:59:03,276,160
7721,882923481,6.00,2023-12-30 21:51:00,2023-12-30 22:00:00,14,116
7722,882923481,12.00,2023-11-24 13:38:15,2023-11-24 13:48:15,70,170
7723,882923481,7.00,2023-10-02 22:56:51,2023-10-02 23:25:51,131,36
7724,882925017,7.00,2023-12-02 13:31:16,2023-12-02 14:02:16,107,108
7725,882925017,7.00,2024-03-08 22:38:42,2024-03-08 22:46:42,111,117
7726,882925017,8.00,2023-10-04 13:52:19,2023-10-04 14:03:19,115,123
7727,882925017,8.00,2023-10-29 16:46:28,2023-10-29 16:47:28,151,152
7728,882925876,7.00,2023-06-20 21:59:11,2023-06-20 22:35:11,130,142
7729,882925876,8.00,2024-02-12 21:49:04,2024-02-12 22:17:04,130,61
7730,882925876,8.00,2023-08-13 13:51:29,2023-08-13 14:34:29,168,163
7731,882925876,7.00,2023-07-02 13:30:07,2023-07-02 14:23:07,181,290
7732,882925876,7.00,2023-11-22 11:36:45,2023-11-22 12:01:45,184,128
7733,882925876,4.00,2023-05-23 14:30:06,2023-05-23 14:32:06,225,258
7734,882925876,9.00,2023-01-13 11:35:57,2023-01-13 12:21:57,277,94
7735,882925922,9.00,2023-10-29 12:30:30,2023-10-29 13:27:30,285,250
7736,882926074,4.00,2023-12-14 21:57:22,2023-12-14 22:25:22,16,158
7737,882926074,9.00,2023-11-09 12:36:33,2023-11-09 13:14:33,136,124
7738,882926074,7.00,2024-02-21 16:42:26,2024-02-21 17:32:26,179,115
7739,882926211,3.00,2023-09-25 17:49:56,2023-09-25 18:24:56,33,260
7740,882926211,9.00,2023-02-22 18:43:47,2023-02-22 19:04:47,61,212
7741,882926211,5.00,2023-04-16 11:54:04,2023-04-16 12:41:04,76,128
7742,882926211,7.00,2023-02-11 12:33:34,2023-02-11 13:00:34,105,164
7743,882926211,4.00,2024-01-26 16:34:57,2024-01-26 17:07:57,135,214
7744,882928384,5.00,2023-02-18 10:58:25,2023-02-18 11:16:25,179,177
7745,882928384,12.00,2023-05-16 19:39:40,2023-05-16 20:11:40,223,180
7746,882929146,8.00,2023-12-20 13:31:29,2023-12-20 13:36:29,37,187
7747,882929146,7.00,2023-10-09 15:36:11,2023-10-09 16:26:11,141,176
7748,882929146,3.00,2023-10-28 15:57:25,2023-10-28 16:25:25,233,33
7749,882929983,8.00,2023-12-25 11:30:06,2023-12-25 12:26:06,164,272
7750,882929983,13.00,2023-07-01 20:39:36,2023-07-01 21:33:36,289,55
7751,882930399,5.00,2023-12-02 13:52:54,2023-12-02 14:24:54,3,126
7752,882930399,6.00,2024-03-25 16:55:09,2024-03-25 17:20:09,159,81
7753,882930399,6.00,2023-10-11 15:33:18,2023-10-11 16:21:18,165,174
7754,882930399,8.00,2024-01-03 12:53:52,2024-01-03 12:53:52,210,248
7755,882930399,9.00,2024-03-07 06:40:34,2024-03-07 07:20:34,217,85
7756,882930587,7.00,2023-08-08 09:48:38,2023-08-08 10:40:38,175,65
7757,882930587,9.00,2023-12-19 17:33:33,2023-12-19 17:42:33,208,265
7758,882931321,7.00,2024-03-24 10:58:39,2024-03-24 11:42:39,36,22
7759,882931321,3.00,2023-04-21 16:39:28,2023-04-21 17:07:28,54,100
7760,882931321,7.00,2023-11-30 12:58:14,2023-11-30 13:10:14,104,41
7761,882931321,3.00,2023-01-10 15:30:06,2023-01-10 15:46:06,135,273
7762,882931321,7.00,2023-11-22 15:32:24,2023-11-22 16:30:24,193,123
7763,882931321,8.00,2024-01-13 18:49:17,2024-01-13 19:19:17,263,41
7764,882931474,7.00,2023-06-03 14:31:41,2023-06-03 15:11:41,48,39
7765,882931474,7.00,2024-03-12 07:59:50,2024-03-12 08:20:50,58,20
7766,882931474,8.00,2024-02-27 11:37:44,2024-02-27 12:03:44,181,178
7767,882931474,7.00,2023-08-07 21:42:30,2023-08-07 22:02:30,292,49
7768,882931474,3.00,2023-12-21 14:41:03,2023-12-21 15:05:03,296,26
7769,882931643,9.00,2023-08-26 20:49:40,2023-08-26 21:15:40,3,8
7770,882931643,9.00,2023-06-03 21:59:45,2023-06-03 22:22:45,64,175
7771,882931643,9.00,2023-06-13 17:44:05,2023-06-13 18:42:05,82,93
7772,882931643,3.00,2023-02-10 16:32:29,2023-02-10 16:32:29,156,197
7773,882931643,6.00,2023-02-24 19:48:54,2023-02-24 20:13:54,213,90
7774,882931643,8.00,2024-01-07 13:54:12,2024-01-07 14:10:12,274,60
7775,882931643,3.00,2023-10-07 09:55:42,2023-10-07 10:30:42,293,285
7776,882931798,9.00,2024-02-19 15:41:43,2024-02-19 15:45:43,118,278
7777,882931798,5.00,2024-02-25 16:49:06,2024-02-25 17:43:06,188,105
7778,882931798,7.00,2024-03-14 08:39:05,2024-03-14 08:58:05,224,84
7779,882931798,4.00,2023-05-22 22:50:45,2023-05-22 23:19:45,272,93
7780,882932648,5.00,2024-02-23 16:58:49,2024-02-23 17:33:49,86,213
7781,882932648,7.00,2024-03-24 11:34:29,2024-03-24 11:47:29,113,264
7782,882932648,9.00,2023-08-04 16:47:37,2023-08-04 16:54:37,230,21
7783,882932648,7.00,2023-01-07 21:54:06,2023-01-07 22:28:06,284,241
7784,882932996,4.00,2023-06-03 12:58:39,2023-06-03 13:48:39,53,5
7785,882932996,9.00,2023-05-18 09:49:12,2023-05-18 10:15:12,237,6
7786,882932996,9.00,2023-10-25 06:30:39,2023-10-25 06:46:39,245,6
7787,882932996,9.00,2024-01-22 10:48:31,2024-01-22 10:58:31,265,229
7788,882932996,7.00,2023-09-24 18:46:20,2023-09-24 18:47:20,277,111
7789,882932996,6.00,2023-09-06 18:51:34,2023-09-06 19:35:34,296,60
7790,882933601,7.00,2023-10-09 12:40:37,2023-10-09 12:52:37,30,177
7791,882933601,3.00,2023-11-21 09:50:38,2023-11-21 10:20:38,54,84
7792,882933601,8.00,2023-03-28 08:36:30,2023-03-28 09:33:30,98,189
7793,882934567,6.00,2023-02-08 12:31:24,2023-02-08 13:20:24,16,149
7794,882934567,6.00,2024-02-14 12:35:50,2024-02-14 13:00:50,60,51
7795,882934567,11.00,2024-01-01 09:42:32,2024-01-01 10:13:32,168,272
7796,882934567,8.00,2023-12-11 20:36:39,2023-12-11 21:32:39,253,270
7797,882937165,6.00,2023-12-20 22:47:21,2023-12-20 23:30:21,190,45
7798,882937165,8.00,2023-05-18 20:46:08,2023-05-18 21:08:08,280,60
7799,882937203,7.00,2023-12-22 19:57:38,2023-12-22 20:41:38,41,235
7800,882937610,5.00,2024-01-10 13:56:54,2024-01-10 14:38:54,118,184
7801,882937610,12.00,2023-12-19 12:42:40,2023-12-19 13:01:40,227,276
7802,882938245,7.00,2023-05-21 12:51:41,2023-05-21 13:36:41,22,106
7803,882938245,9.00,2023-07-09 06:32:32,2023-07-09 07:25:32,56,254
7804,882938245,6.00,2023-11-18 17:42:53,2023-11-18 18:42:53,104,159
7805,882938245,3.00,2024-02-25 21:35:49,2024-02-25 22:35:49,185,16
7806,882938245,8.00,2023-05-03 12:42:15,2023-05-03 13:38:15,264,13
7807,882938825,12.00,2023-08-24 12:53:29,2023-08-24 13:50:29,18,231
7808,882938825,10.00,2023-01-30 13:39:59,2023-01-30 14:29:59,46,284
7809,882938825,6.00,2023-03-03 19:58:20,2023-03-03 20:36:20,221,53
7810,882939053,7.00,2023-12-01 16:39:51,2023-12-01 16:43:51,136,34
7811,882939053,7.00,2024-02-27 16:54:42,2024-02-27 16:56:42,157,284
7812,882939053,7.00,2024-03-07 15:57:42,2024-03-07 16:55:42,193,232
7813,882939409,5.00,2023-03-09 17:52:12,2023-03-09 18:47:12,7,257
7814,882939409,6.00,2023-06-07 12:30:46,2023-06-07 13:28:46,13,38
7815,882939409,2.00,2023-03-02 14:47:38,2023-03-02 15:37:38,85,235
7816,882939409,2.00,2023-03-02 19:35:26,2023-03-02 19:35:26,106,104
7817,882939409,8.00,2023-10-27 07:44:44,2023-10-27 08:34:44,303,82
7818,882939518,9.00,2024-03-13 06:35:01,2024-03-13 07:14:01,62,181
7819,882939518,10.00,2023-11-24 18:38:00,2023-11-24 19:10:00,156,279
7820,882939518,9.00,2023-11-24 10:32:18,2023-11-24 11:26:18,227,34
7821,882939518,5.00,2023-05-08 19:45:33,2023-05-08 20:20:33,281,52
7822,882940629,10.00,2023-06-25 14:49:23,2023-06-25 15:17:23,169,209
7823,882940629,5.00,2023-08-02 08:52:02,2023-08-02 09:31:02,235,295
7824,882940629,7.00,2024-01-26 07:32:33,2024-01-26 08:26:33,248,147
7825,882940839,9.00,2023-12-21 09:55:32,2023-12-21 10:10:32,82,157
7826,882940839,3.00,2023-02-28 09:53:55,2023-02-28 10:01:55,107,264
7827,882940839,8.00,2023-09-09 13:48:52,2023-09-09 14:14:52,108,37
7828,882940839,6.00,2024-01-07 06:58:55,2024-01-07 07:55:55,126,153
7829,882940839,3.00,2024-02-08 20:51:24,2024-02-08 21:37:24,208,205
7830,882940839,6.00,2023-01-28 06:45:26,2023-01-28 07:29:26,254,44
7831,882943158,8.00,2023-05-03 20:35:50,2023-05-03 20:43:50,89,203
7832,882943158,6.00,2024-01-30 11:53:46,2024-01-30 12:28:46,121,4
7833,882943158,9.00,2023-01-17 17:53:13,2023-01-17 18:36:13,230,30
7834,882943158,6.00,2023-07-01 19:46:56,2023-07-01 20:36:56,239,44
7835,882943158,4.00,2023-12-12 14:53:10,2023-12-12 15:53:10,245,251
7836,882943836,5.00,2023-06-21 18:31:40,2023-06-21 19:29:40,8,60
7837,882943836,7.00,2023-08-05 19:54:39,2023-08-05 20:13:39,31,282
7838,882943836,2.00,2023-11-03 21:52:40,2023-11-03 22:29:40,290,148
7839,882944226,10.00,2023-09-30 12:41:50,2023-09-30 13:18:50,61,257
7840,882944226,6.00,2023-12-02 22:49:31,2023-12-02 23:17:31,67,201
7841,882944226,5.00,2023-10-19 18:36:17,2023-10-19 19:36:17,213,153
7842,882947141,10.00,2024-02-21 07:57:30,2024-02-21 07:58:30,224,110
7843,882947141,9.00,2023-12-23 16:55:21,2023-12-23 17:15:21,282,181
7844,882947404,7.00,2023-01-16 20:32:13,2023-01-16 21:02:13,75,58
7845,882947404,7.00,2023-03-06 19:51:47,2023-03-06 20:22:47,131,285
7846,882947404,5.00,2024-03-25 09:54:42,2024-03-25 10:06:42,136,243
7847,882947404,5.00,2023-08-17 16:30:27,2023-08-17 16:49:27,165,196
7848,882947404,9.00,2023-04-25 10:37:18,2023-04-25 10:56:18,284,137
7849,882948917,2.00,2024-03-18 10:56:26,2024-03-18 11:44:26,14,271
7850,882948917,12.00,2024-02-03 12:54:06,2024-02-03 13:38:06,244,130
7851,882948917,5.00,2023-07-19 13:35:47,2023-07-19 14:27:47,301,3
7852,882950929,5.00,2024-03-05 14:53:16,2024-03-05 15:00:16,96,178
7853,882950929,5.00,2024-03-11 15:38:13,2024-03-11 15:55:13,124,1
7854,882951930,7.00,2023-10-27 06:54:34,2023-10-27 07:43:34,60,203
7855,882951930,5.00,2023-02-24 21:35:06,2023-02-24 22:28:06,84,196
7856,882951930,7.00,2023-09-30 18:51:27,2023-09-30 19:25:27,129,295
7857,882951930,7.00,2024-01-05 06:31:19,2024-01-05 06:34:19,184,128
7858,882951930,6.00,2023-06-09 09:45:09,2023-06-09 10:18:09,190,293
7859,882951930,5.00,2023-01-21 06:50:34,2023-01-21 07:14:34,205,93
7860,882951930,9.00,2023-08-23 13:45:06,2023-08-23 14:07:06,211,265
7861,882951930,12.00,2023-03-30 15:48:13,2023-03-30 16:07:13,250,14
7862,882951930,3.00,2023-10-05 17:39:39,2023-10-05 18:01:39,261,102
7863,882951930,12.00,2023-10-22 12:47:55,2023-10-22 13:42:55,265,138
7864,882951930,11.00,2023-01-28 07:40:30,2023-01-28 08:04:30,286,187
7865,882951930,12.00,2023-10-05 11:59:21,2023-10-05 12:14:21,299,231
7866,882951930,9.00,2023-12-09 09:33:44,2023-12-09 10:23:44,299,28
7867,882952222,5.00,2023-02-01 06:59:22,2023-02-01 07:27:22,81,87
7868,882952222,7.00,2023-12-04 08:51:48,2023-12-04 09:44:48,88,60
7869,882952222,7.00,2023-12-28 12:34:30,2023-12-28 12:55:30,105,301
7870,882952222,10.00,2024-03-07 20:48:14,2024-03-07 20:57:14,168,184
7871,882952222,8.00,2024-01-31 06:31:49,2024-01-31 06:40:49,197,139
7872,882952222,9.00,2023-03-26 07:49:47,2023-03-26 08:04:47,226,66
7873,882952222,4.00,2023-04-24 22:50:14,2023-04-24 23:36:14,261,178
7874,882952222,7.00,2023-07-25 16:35:45,2023-07-25 17:24:45,304,224
7875,882954735,13.00,2023-12-05 09:49:11,2023-12-05 09:51:11,46,227
7876,882954735,3.00,2023-11-22 13:49:35,2023-11-22 13:54:35,103,141
7877,882954735,9.00,2023-05-23 22:50:20,2023-05-23 23:11:20,117,92
7878,882954735,7.00,2023-10-30 22:36:02,2023-10-30 22:56:02,129,56
7879,882954735,5.00,2023-10-19 06:44:21,2023-10-19 07:07:21,153,202
7880,882954735,8.00,2024-03-07 11:52:15,2024-03-07 12:52:15,211,164
7881,882954735,6.00,2024-01-02 21:42:13,2024-01-02 22:08:13,217,68
7882,882954735,2.00,2023-10-09 07:45:58,2023-10-09 07:49:58,222,52
7883,882955653,9.00,2024-03-21 18:44:00,2024-03-21 19:17:00,60,124
7884,882955653,7.00,2023-11-07 13:53:12,2023-11-07 14:11:12,86,95
7885,882955653,9.00,2023-07-02 20:52:08,2023-07-02 21:24:08,115,287
7886,882955653,3.00,2023-11-07 16:49:14,2023-11-07 17:39:14,193,118
7887,882956253,5.00,2023-03-17 11:59:37,2023-03-17 12:51:37,105,184
7888,882956253,6.00,2023-06-28 21:56:32,2023-06-28 22:39:32,114,270
7889,882956253,6.00,2023-01-23 12:38:30,2023-01-23 12:52:30,123,35
7890,882956253,10.00,2023-04-09 15:58:30,2023-04-09 16:02:30,194,303
7891,882956253,6.00,2023-06-27 20:48:36,2023-06-27 21:30:36,214,87
7892,882956253,10.00,2023-05-21 07:40:42,2023-05-21 08:30:42,217,24
7893,882956253,8.00,2023-01-11 13:48:00,2023-01-11 13:49:00,275,84
7894,882957010,9.00,2023-02-16 21:39:35,2023-02-16 22:21:35,23,147
7895,882957010,6.00,2024-01-19 19:33:00,2024-01-19 20:22:00,55,185
7896,882957010,6.00,2023-08-22 09:43:14,2023-08-22 10:22:14,80,81
7897,882957010,2.00,2023-09-06 18:30:02,2023-09-06 19:09:02,235,163
7898,882957010,5.00,2023-08-08 08:42:28,2023-08-08 08:47:28,283,140
7899,882957654,3.00,2023-08-31 13:31:09,2023-08-31 13:54:09,51,69
7900,882957654,4.00,2024-02-03 18:40:20,2024-02-03 19:37:20,134,256
7901,882957654,3.00,2023-12-31 22:50:53,2023-12-31 23:29:53,214,17
7902,882957654,12.00,2023-04-08 06:32:37,2023-04-08 06:50:37,265,82
7903,882957654,6.00,2023-04-27 21:31:20,2023-04-27 21:40:20,277,294
7904,882957654,6.00,2023-08-23 10:44:12,2023-08-23 11:27:12,284,273
7905,882958045,5.00,2024-03-13 19:59:12,2024-03-13 20:30:12,45,210
7906,882958045,6.00,2023-05-08 12:40:16,2023-05-08 12:47:16,160,9
7907,882958045,5.00,2023-01-08 12:54:52,2023-01-08 13:00:52,200,160
7908,882958045,5.00,2023-04-28 16:53:01,2023-04-28 17:22:01,202,69
7909,882958248,8.00,2023-05-27 10:39:52,2023-05-27 10:54:52,10,131
7910,882958248,9.00,2023-07-11 12:51:54,2023-07-11 13:29:54,47,164
7911,882958248,8.00,2023-11-25 09:40:03,2023-11-25 10:01:03,200,4
7912,882958617,5.00,2023-07-31 19:30:46,2023-07-31 19:57:46,62,136
7913,882958617,8.00,2023-08-11 21:31:59,2023-08-11 22:31:59,70,140
7914,882958617,5.00,2023-06-24 11:43:09,2023-06-24 12:29:09,89,20
7915,882958617,8.00,2023-10-09 22:42:30,2023-10-09 23:16:30,147,223
7916,882961298,7.00,2023-07-27 08:45:43,2023-07-27 09:32:43,19,267
7917,882961298,6.00,2023-05-19 16:50:55,2023-05-19 17:17:55,75,29
7918,882961298,6.00,2023-08-21 19:58:25,2023-08-21 20:45:25,96,78
7919,882961298,8.00,2023-09-11 09:46:08,2023-09-11 10:34:08,234,216
7920,882961298,5.00,2023-08-15 19:31:42,2023-08-15 19:34:42,280,123
7921,882961298,11.00,2023-05-15 21:50:21,2023-05-15 21:54:21,290,275
7922,882961519,5.00,2023-11-06 20:50:07,2023-11-06 21:49:07,25,305
