code,money,create_time
888577614,326.65,2021-09-15 13:26:12
885007702,834.86,2023-12-22 14:28:22
881461913,316.95,2024-01-23 16:25:10
887356468,361.8,2022-02-04 20:02:05
883816069,231.8,2021-08-08 09:31:25
886286139,839.52,2023-05-03 20:41:52
884050176,840.62,2021-04-30 17:45:24
885786699,655.45,2024-01-29 16:31:24
882236354,777.58,2024-03-18 23:55:52
885922017,150.1,2022-12-01 21:19:32
887455321,646.55,2022-09-27 11:02:43
883828642,862.86,2021-08-03 19:58:58
886983877,706.27,2021-10-28 08:59:31
888886144,523.58,2021-02-14 18:33:07
886903286,27.65,2020-01-15 07:47:13
881944994,888.39,2021-04-29 12:46:19
881841156,514.68,2022-07-18 15:33:13
881715043,819.15,2022-12-21 16:08:48
888094654,469.09,2023-01-29 20:16:57
886755567,621.88,2023-12-06 09:46:52
881857466,542.79,2024-01-09 13:55:20
885806147,170.22,2023-07-20 19:38:56
882517750,73.93,2021-05-15 22:00:09
881620272,679.37,2021-07-04 10:53:08
885852944,334.74,2023-04-16 22:50:08
889022631,194.79,2021-05-13 13:29:55
888750492,833.86,2020-10-12 16:21:33
883916093,953.73,2023-09-24 21:19:51
887787288,954.29,2020-09-09 23:56:09
881733555,141.69,2021-01-15 10:54:24
881717594,534.25,2023-02-04 17:16:53
889999154,268.24,2021-09-28 09:12:22
889694365,307.04,2022-07-30 19:07:43
888258406,563.23,2021-07-25 06:50:12
889941673,615.84,2022-01-13 21:01:49
883256456,100.69,2022-09-24 15:20:26
884380856,332.98,2022-11-14 13:52:31
889097765,183.08,2023-07-17 13:01:55
884083933,582.17,2020-02-29 17:42:20
882192663,332.7,2021-11-18 21:21:42
884438129,626.45,2020-09-21 09:10:49
889731426,429.6,2021-12-17 10:49:45
888574915,49.17,2020-12-28 18:17:22
889190432,140.64,2021-11-23 19:57:52
881569451,598.38,2021-06-09 13:25:40
885389302,545.43,2021-09-10 15:23:08
885144028,387.93,2023-06-18 22:53:53
889563501,52.53,2021-03-21 20:32:41
881136347,613.27,2022-11-15 17:47:35
886806739,624.62,2020-11-13 14:56:23
889135116,416.82,2020-03-09 17:01:04
881266158,422.65,2023-10-21 19:35:48
887706039,280.13,2022-02-27 09:21:31
887918925,148.07,2021-03-13 20:01:50
881638128,474.2,2021-02-19 12:07:57
883092343,689.3,2023-10-23 18:44:05
883610923,865.27,2021-12-02 13:37:40
888745308,970.84,2020-11-10 07:55:24
882871312,231.33,2023-07-07 17:38:21
885931462,596.9,2022-06-09 14:26:53
885465196,301.32,2020-08-25 14:09:34
884135949,674.11,2024-01-30 23:31:17
886738292,568.39,2023-02-02 13:16:09
885188791,266.5,2024-03-08 23:43:37
883143036,978.99,2021-12-13 17:25:31
887348658,899.21,2020-03-26 15:23:34
881367605,949.64,2020-06-17 16:24:07
885318487,851.13,2021-07-22 09:04:19
882081744,45.69,2022-10-30 14:02:57
884759012,287.2,2022-01-27 09:26:56
883774578,460.51,2021-02-07 12:00:47
887433960,102.54,2021-11-08 11:15:13
889897558,747.73,2022-08-02 11:44:03
885615234,831.73,2020-01-14 17:24:45
886099038,853.58,2020-07-30 22:21:28
883956699,550.65,2020-02-16 06:29:51
882066554,552.97,2020-04-24 11:47:56
881189006,218.3,2022-10-15 17:16:02
883761973,436.23,2021-10-18 18:26:52
882414732,314.25,2020-02-15 21:29:39
888679640,140.29,2021-09-29 16:29:27
885900708,131.48,2021-11-15 18:55:56
884774128,302.56,2020-05-08 21:24:28
886447464,783.08,2023-02-18 06:16:45
887394782,179.38,2020-04-01 17:00:28
886992440,79.84,2024-01-05 14:54:08
884658594,156.4,2023-11-20 12:14:15
886394528,529.62,2020-05-17 22:57:35
881983133,856.88,2021-01-07 23:40:56
886898756,875.03,2021-03-03 13:19:46
884198687,430.21,2020-12-11 07:54:18
881454137,767.14,2020-09-17 18:01:24
887293956,226.23,2023-09-26 13:44:09
886075298,187.72,2024-01-21 20:48:48
881083822,463.45,2021-09-26 16:10:08
886593963,991.84,2022-02-11 11:36:25
881719910,729.01,2021-09-28 10:32:24
882901318,228.89,2020-01-05 12:44:35
881429393,815.62,2023-05-26 08:45:38
881346170,960.01,2021-03-21 23:47:05
881249104,53.81,2020-09-01 23:42:57
885698864,660.9,2020-01-11 18:54:14
889511840,201.71,2021-11-10 19:57:22
885715415,278.15,2023-08-15 19:17:22
886627746,416.9,2020-02-12 09:27:56
887785429,895.22,2020-12-25 13:18:10
882921479,529.08,2023-05-13 11:12:55
889464945,210.03,2023-08-11 20:22:20
883270130,593.15,2021-09-16 10:41:25
884257733,722.86,2020-03-11 14:20:07
888153416,708.51,2021-08-24 10:02:29
889606750,480.76,2020-07-06 09:30:54
883226183,112.37,2021-10-17 15:44:45
885455486,391.49,2020-06-16 12:24:23
886977793,240.04,2021-09-02 14:53:54
886763355,737.45,2020-03-16 20:53:49
885944804,382.73,2022-02-07 08:53:53
889767904,959.73,2021-05-30 20:17:25
881244590,602.48,2022-01-08 22:51:35
887181986,882.15,2021-04-06 14:05:34
881153619,194.7,2021-10-19 07:37:20
883666124,205.7,2022-02-20 17:01:27
885868042,543.64,2021-12-31 06:46:17
886752988,306.86,2021-07-04 09:51:35
885606046,516.64,2023-07-18 19:41:50
883010961,101.54,2023-03-28 16:55:11
886639436,51.65,2023-02-22 19:44:00
886916898,749.21,2024-03-18 16:53:10
889243031,787.26,2024-03-02 16:42:12
887017846,875.46,2020-06-11 14:53:54
885617819,112.22,2022-08-25 14:14:16
888372378,34.52,2022-08-10 20:43:07
888486107,33.04,2022-09-02 14:57:27
885022301,707.06,2020-04-15 10:35:30
882563759,906.15,2022-08-16 23:48:18
888826819,140.54,2022-10-05 20:30:51
881186705,122.86,2020-09-25 11:31:34
888950482,670.6,2022-08-13 10:08:25
889857414,630.75,2020-03-19 14:44:54
882362704,501.39,2020-11-13 17:50:52
888621668,392.31,2022-10-22 17:38:00
881471704,964.5,2021-07-18 08:41:41
881827040,231.72,2023-04-08 08:46:42
887662672,896.01,2021-12-27 10:46:34
882510684,309.41,2020-08-15 19:54:18
888678787,21.26,2020-05-01 23:10:52
886128825,216.12,2023-03-31 07:39:46
886696342,811.41,2020-07-03 15:49:47
883866375,788.67,2023-07-05 06:39:25
885815368,492.81,2020-06-14 16:23:58
884035754,542.26,2020-01-25 11:06:21
885499570,867.92,2021-05-27 21:44:17
889623351,108.43,2023-07-14 13:36:29
884878649,341.5,2021-01-13 22:09:04
883310040,57.21,2020-04-14 09:10:31
882878094,983.07,2023-07-02 11:33:50
884747071,37.67,2023-09-25 11:47:07
881438667,480.01,2022-04-16 19:24:23
887568964,703.29,2022-08-01 15:25:07
888352187,608.27,2021-05-20 11:27:53
881656922,147.56,2020-02-10 19:00:52
886318675,678.08,2023-10-03 18:47:35
885591420,314.11,2021-10-11 23:19:36
884127010,859.97,2021-05-14 14:39:30
887556162,107.41,2022-04-13 09:02:55
885703514,443.44,2020-07-17 10:05:45
882769286,488.33,2022-06-17 15:29:52
883823078,459.83,2020-07-30 08:12:39
888734302,170.64,2022-07-07 15:26:01
882680957,177.9,2020-10-25 07:23:16
881361229,986.31,2023-07-01 22:00:45
889951315,47.32,2022-02-06 20:28:50
886309149,132.77,2023-01-25 12:35:45
889717495,823.28,2022-07-16 11:51:07
881557324,707.54,2023-11-14 11:08:45
885289457,145.91,2022-09-28 21:50:22
887789879,433.75,2020-11-04 19:58:19
883086327,234.24,2024-01-13 22:59:57
887279488,669.3,2020-01-06 06:41:39
882011759,794.14,2024-01-24 07:15:07
883670736,681.84,2023-06-01 14:50:29
889743637,590.23,2020-07-16 23:35:08
885380222,521.9,2020-08-04 18:00:43
883752407,615.96,2022-03-09 06:18:34
886714940,213.61,2020-02-09 15:38:06
889455614,712.72,2024-01-31 12:36:01
889409680,520.72,2022-05-21 17:35:18
887709206,941.22,2022-05-09 20:14:26
884675318,312.38,2023-08-10 10:14:26
881107176,244.95,2020-12-12 10:27:31
885852502,900.06,2022-08-22 20:53:58
888558503,309.77,2023-04-13 06:44:47
886443986,955.53,2020-04-02 09:02:23
888841407,233.25,2024-02-13 21:42:22
884846754,538.14,2023-04-14 06:16:04
882382877,571.5,2022-09-18 15:26:01
881574524,946.3,2021-08-23 09:24:25
884417994,981.96,2020-02-05 16:03:04
889299404,567.93,2023-01-06 19:38:01
885978133,396.91,2021-05-22 14:27:43
889528904,526.63,2023-07-24 06:46:59
882631388,365.4,2021-04-26 12:42:06
883795138,885.11,2020-04-07 11:44:57
883434585,346.34,2021-12-05 16:57:06
888260966,639.29,2022-01-03 23:15:43
882975307,758.07,2023-07-05 22:36:15
882740891,132.59,2020-05-23 07:03:31
881007547,787.38,2023-03-29 14:33:15
885005211,193.93,2020-06-26 07:59:17
887284798,967.07,2023-05-15 11:04:14
884491848,222.27,2022-08-15 13:17:47
889446767,541.58,2021-05-31 14:45:04
882875225,375.39,2021-02-22 07:03:07
885116209,657.89,2023-11-08 23:59:16
888134037,634.7,2022-03-04 13:10:50
881993202,699.77,2022-11-30 06:48:52
883317198,217.91,2021-06-13 13:23:47
889801527,699.82,2021-10-20 16:16:55
888335749,730.46,2022-08-15 21:37:12
887906359,576.23,2022-04-17 11:18:09
888100818,239.23,2021-03-01 13:33:48
884169312,304.79,2021-08-27 07:50:11
884654698,909.75,2021-06-06 14:31:33
885782746,73.81,2022-05-20 19:48:43
881604511,673,2022-08-14 07:38:23
884213861,569.46,2020-02-18 11:18:07
888358772,962.02,2021-11-09 14:30:48
884180453,361.77,2023-10-10 14:58:37
889915947,441.41,2022-09-19 19:54:20
882643418,582.72,2021-11-05 23:16:43
888674420,302.16,2022-03-18 18:50:19
889144376,311.55,2020-08-31 08:38:39
886206986,320.12,2021-05-18 23:40:51
885990094,372.36,2023-02-12 11:48:46
884923355,820.75,2020-04-04 11:55:10
886752313,937.11,2022-06-13 06:57:06
889061610,739.24,2022-08-26 13:59:34
887513510,323.95,2022-01-27 13:47:10
888120290,146.01,2022-10-20 17:48:28
884821915,402.74,2020-09-06 19:09:06
886292582,690.63,2022-09-27 15:05:10
888237802,502.95,2020-02-24 22:58:03
888988552,913.75,2021-01-17 17:28:25
882782787,396.11,2023-05-26 20:55:22
885089685,55.88,2021-04-10 07:07:53
881050496,987.72,2021-04-14 12:45:26
883532064,334.4,2021-12-04 12:45:48
889555183,535.95,2020-08-31 18:10:39
886457204,399.06,2024-03-20 18:00:16
882249997,778.56,2022-12-21 12:45:25
886521065,648.47,2023-08-12 11:35:39
884855852,552.66,2020-12-03 09:14:49
889491602,914.17,2020-02-09 23:03:16
885735861,285.11,2020-03-15 11:43:20
882027532,394.11,2020-05-27 19:42:39
882018598,40.47,2023-09-10 12:32:23
881558352,353.14,2021-11-05 22:24:09
885177641,172.01,2022-06-27 06:53:20
882617792,626.67,2021-11-03 07:49:20
881501089,489.81,2020-10-17 20:09:34
888026112,903.54,2022-09-26 16:58:07
887551375,23.1,2020-04-02 08:09:47
884221823,35,2022-09-18 12:08:37
881525888,449.38,2020-05-20 18:08:32
888930201,677.95,2020-09-02 21:19:52
883685144,943.12,2022-04-22 11:38:46
888236757,92.18,2020-03-10 13:33:11
887464341,428.13,2022-06-20 17:59:55
889415267,620.43,2023-03-31 18:31:31
889566009,156.72,2020-07-04 07:51:58
881567197,323.31,2020-05-08 22:52:22
883549001,869.63,2021-07-19 20:26:29
883199644,563.63,2020-09-02 16:17:48
887851454,803.71,2023-01-29 15:16:40
886864487,303.21,2021-01-07 10:48:26
883552250,91.16,2020-01-22 08:45:57
884028973,468.19,2023-04-27 21:34:12
886278580,71.86,2022-01-06 15:00:46
887531856,791.47,2024-03-12 23:16:54
886508833,37.58,2024-02-27 15:56:11
885015785,195.07,2020-08-01 14:53:10
886633180,840.32,2023-06-20 16:57:20
883239330,671.14,2023-06-09 11:34:51
882840839,254.27,2022-04-27 23:55:03
888365351,489.66,2020-01-11 09:52:58
889858244,876.19,2023-12-21 19:59:22
889226924,873.33,2023-01-18 21:04:58
889978594,491.92,2022-11-11 12:14:22
885294094,704.24,2023-10-04 15:40:55
889329471,986.98,2020-08-15 17:13:06
886417680,415.51,2022-10-07 22:14:10
887596891,113.14,2021-02-17 11:35:45
884879602,326.15,2022-07-19 15:59:46
882493835,852.54,2022-12-11 14:58:29
884774159,511.02,2021-10-04 20:08:13
886720351,80.9,2024-02-26 09:37:41
888334983,779.74,2023-04-26 19:58:51
881642221,47.35,2020-10-23 16:35:50
888295880,837.14,2022-05-06 19:35:34
887704204,926.18,2022-03-07 10:14:29
889595364,502.26,2020-08-19 21:24:11
888596098,221.52,2021-07-21 18:40:46
882586091,262.73,2020-08-27 07:26:09
886264412,277.46,2021-04-05 08:17:41
886942674,53.51,2022-02-05 09:48:56
882817247,166.27,2023-08-25 17:43:13
887552109,122.11,2022-05-05 21:58:32
884540195,390.48,2023-07-05 20:27:35
886849820,596.84,2020-04-04 11:25:46
886117680,373,2020-04-27 18:30:22
885909541,977.06,2021-10-30 09:21:33
885249330,724.99,2023-08-07 10:00:10
889070872,804.55,2020-02-10 06:16:34
885512428,874.4,2024-01-24 19:31:07
884654208,755.04,2021-02-20 08:50:41
889868940,658.37,2023-08-19 21:07:45
884310279,786.97,2023-09-14 07:22:30
887243982,742.27,2022-09-23 20:12:36
885558788,668.04,2021-08-31 09:08:04
888245186,34.72,2022-04-22 23:08:34
888353433,865.43,2021-08-10 22:20:12
882111931,847.18,2021-09-19 16:18:07
883150945,868.9,2020-09-12 19:02:23
881000497,574.33,2022-11-08 11:12:51
881314986,165.16,2023-01-11 14:28:38
884206517,566.33,2021-03-07 23:55:27
889217677,768.53,2021-03-25 21:56:07
887874291,924.75,2022-04-04 22:22:10
883329728,655.92,2020-04-11 15:18:07
882585682,560.78,2021-04-17 20:28:43
889821219,278.63,2023-04-07 13:01:15
888338575,275.04,2021-12-15 21:35:49
888202622,477.34,2022-04-05 13:49:37
883215224,679.52,2020-04-18 12:54:03
885557099,809.76,2021-11-02 23:54:18
882937165,451.26,2023-03-31 23:16:28
885031832,106.68,2023-09-06 07:51:23
886499042,183.08,2020-05-12 14:16:50
886031588,52.95,2022-11-04 08:12:03
887644371,352.09,2022-07-28 07:45:13
887520740,281.11,2023-02-01 20:40:11
883234266,358.84,2020-03-29 10:52:54
889872282,285.73,2023-06-26 12:26:21
886872261,948.83,2022-04-12 21:02:07
882212725,562.38,2023-02-15 22:54:18
887707667,819.4,2020-08-21 12:45:52
881125338,164.42,2023-08-08 16:40:21
884901519,330.58,2021-09-08 21:26:11
889208890,126.99,2023-08-30 21:08:16
889990764,293.75,2020-09-18 16:33:42
884667186,222.13,2021-06-01 06:21:48
883198699,888.14,2020-11-24 12:40:50
885686992,417.32,2020-09-08 06:41:28
885073812,422.24,2022-10-30 21:40:27
887373241,849.8,2024-03-03 13:17:34
881714677,333.78,2021-12-30 06:38:47
888039674,64.59,2023-08-02 12:43:41
885719819,815.66,2020-01-20 12:39:34
888008523,749.98,2022-08-12 10:15:27
888381484,920.91,2022-06-21 23:11:13
886687837,226.8,2022-11-15 10:23:00
888377330,349.54,2021-04-03 08:35:36
881186151,386.06,2024-02-11 10:28:27
885757203,201.82,2021-07-07 08:59:07
883059996,567.84,2022-03-22 16:55:18
884912721,283.82,2021-01-26 21:36:09
887684046,720.55,2022-05-09 15:02:40
886548647,703.87,2020-11-03 14:19:50
883582151,943.02,2022-05-16 20:38:49
887714720,42.02,2023-04-22 08:01:15
888378706,890.2,2023-12-29 17:27:35
881371212,26.89,2022-05-09 09:24:34
884287906,188.62,2021-11-05 20:20:47
885123841,678.65,2020-03-19 14:51:44
886903024,206.9,2021-06-08 15:22:36
882166611,556.76,2021-10-19 20:52:50
888774158,643.54,2022-09-08 09:00:33
883476276,114.88,2021-12-21 10:56:38
885116660,276.87,2022-05-28 11:43:26
885299677,63.22,2023-04-26 08:50:54
885861885,32.78,2021-02-11 08:11:11
882976261,532.95,2021-11-05 08:02:12
887941481,561.56,2021-03-19 23:16:05
883589727,267.92,2020-05-26 08:35:58
886803570,358.59,2020-06-13 06:07:00
884923514,96.56,2022-10-20 22:24:53
888645262,623.94,2020-05-15 12:57:07
887496858,763.12,2020-02-01 08:33:28
889783158,492.12,2021-11-05 18:34:55
882447460,796.85,2020-02-16 21:52:58
887423883,588.32,2023-12-05 07:05:54
886834351,59.64,2023-10-30 10:48:23
881126398,67.42,2023-04-12 11:33:01
889070696,173.44,2021-11-26 13:49:08
882830996,631.1,2020-08-03 07:50:22
886192528,454.28,2022-02-01 15:46:29
883582585,602.99,2023-04-30 10:39:36
884379558,235.73,2020-08-18 18:27:31
884789938,716,2021-11-13 18:24:57
883267237,505.32,2021-02-24 16:28:25
881023704,670.63,2022-02-11 17:07:20
888134681,569.75,2023-10-14 21:23:20
884883534,448,2024-02-19 16:00:11
881301777,303.92,2022-11-03 20:46:09
881339665,678.41,2020-08-17 16:26:01
888940248,155.32,2023-05-05 12:32:03
889152612,53.99,2021-08-12 07:18:53
882330169,58.82,2020-08-02 15:50:30
889787668,683.32,2023-06-15 22:42:02
885127147,213.62,2022-10-10 20:24:10
881561506,905.59,2024-02-26 10:42:19
888086594,73.67,2021-06-04 12:56:55
889559771,216.28,2021-03-20 11:58:45
887687143,903.03,2022-04-23 12:27:03
882864435,987.87,2022-01-03 21:34:57
888566952,32.59,2024-01-23 19:14:25
887620903,19.29,2020-04-26 23:16:33
885377920,135.15,2020-05-16 18:23:07
888453338,554.66,2020-09-15 09:48:26
883068185,848.46,2022-12-13 19:32:04
886457107,641.31,2023-12-30 19:00:54
888090146,191.25,2023-11-20 12:00:33
886239843,673.98,2020-09-16 11:16:43
881506115,378.27,2020-09-06 15:58:01
885191881,326.57,2024-01-14 15:17:00
883181881,346.55,2020-03-10 22:35:13
889921833,919.93,2022-10-12 20:36:18
887028916,437.7,2022-06-20 19:59:04
887623592,318,2020-12-08 09:16:53
883236876,284.45,2023-04-21 23:58:36
882462909,120.76,2022-10-27 20:46:03
881186325,603.27,2020-11-10 23:48:41
889406195,911.88,2022-04-10 19:44:14
885499176,321.09,2021-04-11 11:30:16
881799275,296.2,2023-04-08 10:52:20
881217523,949.28,2020-04-26 22:28:33
887796146,982.13,2023-06-14 06:50:32
882700189,364.17,2022-10-10 15:05:02
887401425,809.09,2022-12-23 17:34:43
882699786,537.88,2021-05-13 18:07:06
887709632,509.69,2020-08-07 07:21:17
882717755,286.66,2022-11-16 17:27:23
888561643,605.79,2023-10-24 08:45:23
884871374,749.12,2022-04-23 21:18:32
881952297,357.75,2023-12-25 21:21:15
883870786,486.76,2023-12-15 21:20:32
883396649,546.39,2023-03-23 07:57:32
888879988,193.54,2023-09-14 06:08:32
884805330,261.57,2021-11-27 18:30:13
888917787,124.26,2022-12-13 22:57:20
888891639,192.81,2023-08-09 07:17:45
882288712,331.5,2022-04-19 13:03:04
886080982,251.08,2024-01-05 22:13:43
888140444,818.53,2021-01-13 07:49:12
884351091,378.18,2020-07-11 16:28:59
881044025,513.39,2022-02-10 19:22:36
883509572,535.3,2020-11-13 23:14:01
886059776,69.29,2022-10-07 14:13:59
888638803,905.37,2021-03-27 08:40:45
881829064,469.54,2021-02-12 12:14:38
887196150,249.91,2021-11-06 23:51:52
882287541,144.36,2023-10-26 22:59:49
881788944,638.12,2023-12-17 19:35:37
888220289,499.36,2023-11-28 12:00:31
886911031,451.49,2021-06-25 13:41:32
887656612,649.74,2021-08-14 20:09:32
889990958,899.77,2020-06-06 17:59:25
885784819,949.89,2022-12-20 16:37:18
882617671,298.49,2024-01-17 17:44:26
882748469,573.32,2020-01-26 11:41:27
884082516,287.09,2023-08-30 08:17:53
889503222,115.17,2021-03-10 21:13:00
884800755,463.22,2023-01-30 11:01:06
886170993,24.57,2021-08-18 11:11:19
886065848,390.9,2022-05-15 22:07:00
881356782,859.22,2020-01-28 21:23:13
881098512,799.9,2021-02-24 06:29:19
888273677,828.04,2024-01-24 14:42:47
889615780,588.61,2020-10-12 14:17:52
885076087,945.68,2023-10-03 06:49:58
882824290,976.33,2021-06-13 23:06:10
885078628,259.68,2023-03-21 18:23:32
881743450,106.18,2021-05-30 08:10:32
881806882,548.76,2023-06-26 20:20:29
882722650,266.51,2020-04-08 15:18:52
885169472,329.71,2023-05-13 23:40:17
881100250,30.8,2022-01-08 07:11:48
885970428,41.32,2020-03-03 07:56:28
889783601,853.53,2023-11-05 23:47:14
888800549,117.85,2022-08-25 16:56:05
885008719,373.74,2022-11-06 12:23:36
881527989,679.98,2023-08-08 17:13:30
883044515,493.73,2021-11-01 23:10:02
883287857,184.71,2022-03-20 13:03:10
881773338,438.82,2020-07-04 20:07:39
881748214,993.16,2020-06-21 17:35:34
883679686,811.19,2020-06-05 21:52:38
886900013,412.84,2020-09-19 16:37:32
885788540,863.99,2023-06-02 14:48:58
883395513,407.35,2020-10-21 07:54:10
885572879,309.62,2021-10-20 10:10:21
885132075,977.41,2020-06-16 16:28:48
881671442,377.57,2023-08-08 06:52:07
889521478,49.37,2022-12-28 16:11:53
881393460,407.19,2023-04-01 15:30:24
881138422,594.35,2024-01-20 23:08:59
881206813,685.89,2020-12-08 15:52:33
882756267,592.17,2022-03-02 17:58:56
884397626,876.91,2020-06-29 20:40:04
887014354,817.27,2020-12-09 15:46:39
883052055,51.89,2021-08-21 20:41:47
886790899,861.78,2022-06-14 17:37:45
887913811,187.69,2023-06-30 20:29:23
887467224,325.91,2022-08-27 06:26:04
889852393,95.6,2021-08-12 08:18:22
887053590,857.78,2022-10-01 06:34:31
884814962,491.28,2022-09-09 07:14:00
882157452,818.14,2023-04-14 15:18:32
884162476,592.62,2023-05-13 06:15:21
885991094,288.95,2020-08-13 18:43:43
889277292,222.81,2023-08-14 20:15:21
881730696,587.74,2023-02-12 23:24:40
886442138,525.69,2023-07-03 17:22:19
883153538,143.91,2023-10-07 23:02:22
882905587,790.69,2022-06-17 22:44:43
885794382,745.1,2022-12-07 22:30:36
885109379,580.25,2023-10-22 06:56:24
884766069,166.45,2023-08-01 17:29:12
881247961,763.45,2021-12-20 08:15:44
883336225,596.2,2022-08-20 19:59:02
887238819,747.3,2020-04-25 23:49:05
884574203,742.44,2023-01-05 21:18:16
887212425,702.62,2024-03-19 07:09:38
884274540,586.47,2024-03-22 23:25:26
881002757,614.44,2021-08-30 18:56:00
885207417,915.54,2021-12-24 09:41:22
888417798,845.55,2021-04-21 13:02:57
888210080,244.94,2023-07-19 07:38:02
889924475,719.89,2021-12-24 12:00:08
889551716,958.93,2023-07-17 15:03:29
886158349,792.27,2020-12-02 19:41:58
886718009,177.3,2020-08-12 14:00:56
887517897,645.27,2020-08-27 22:51:17
887322633,451.51,2021-02-09 07:05:07
883545648,796.05,2020-03-26 12:37:37
886382325,500.05,2020-10-08 22:58:39
881937244,848.91,2020-08-29 12:45:48
882617471,674.67,2023-09-22 07:53:38
887933452,111.55,2023-10-06 13:34:40
887002847,447.31,2023-02-20 22:20:49
881658540,496.6,2022-10-31 10:24:51
889069484,261.87,2023-07-02 11:17:29
886885873,581.57,2023-07-20 20:51:19
884884635,165.78,2021-11-18 21:17:20
888396655,477.8,2021-07-25 19:47:53
881935032,406.95,2023-07-26 16:02:30
884825179,571.96,2021-12-07 22:14:53
885129725,762.3,2022-11-07 17:01:37
886032874,847.95,2021-01-01 16:26:58
886134114,857.19,2021-07-22 17:03:28
889262933,419.75,2021-06-21 21:43:06
883802425,35.57,2022-12-31 12:05:38
884134717,357.92,2020-04-29 14:59:35
882937203,759.37,2023-11-10 17:25:59
889183537,999.38,2021-10-16 16:20:20
882008814,939.13,2023-02-18 09:51:45
881737917,152.77,2020-02-24 07:20:56
882372123,715.96,2022-06-03 09:19:03
881241294,534.33,2023-08-12 12:06:38
884767644,517.41,2021-10-17 17:40:03
888120843,836.1,2020-12-02 22:23:08
882057628,272.89,2022-10-31 07:22:39
883024842,431.25,2020-08-30 16:08:57
888309995,349.66,2022-10-20 06:30:12
886252523,613.35,2022-06-19 12:47:30
888949906,169.98,2023-03-31 21:29:34
887731166,874.01,2020-11-20 10:56:52
889684649,827,2023-04-11 07:11:06
887103861,540.3,2023-05-04 21:23:18
888420635,93.6,2023-09-28 13:09:33
884445576,398.4,2022-06-08 19:35:16
888211293,447.64,2022-01-01 18:00:30
885028440,500.51,2022-11-24 07:26:29
884894572,420.3,2021-11-07 18:26:14
888489384,38.7,2020-07-24 22:47:13
883291447,248.21,2022-08-31 17:13:19
887415587,494.05,2023-01-21 11:47:29
885445285,702.54,2021-12-05 08:57:07
886065049,349.28,2022-04-21 12:52:07
889731569,284.49,2020-04-04 07:22:35
881439930,941.89,2020-05-03 10:33:45
882488635,504.46,2023-05-24 20:37:21
886561782,287.58,2021-12-08 19:54:30
883297119,777.95,2022-03-03 06:00:32
881734047,179.61,2020-06-15 11:25:01
885512737,843.86,2022-11-06 19:05:37
884688809,538.98,2023-08-18 06:04:44
882386538,358.24,2020-11-20 13:05:32
886170996,83.71,2023-04-12 14:25:47
886658316,960.26,2022-04-25 11:05:43
881163156,405.46,2023-07-01 21:27:56
881918507,55.32,2022-02-27 11:24:16
883497239,446.03,2023-01-07 10:10:10
885000848,259.03,2020-08-13 07:53:05
883072963,650.39,2021-04-10 18:43:14
886783587,978.55,2020-09-27 16:50:04
881058980,914.38,2020-08-27 11:35:51
884350302,550.65,2021-06-24 09:21:39
884814394,823.89,2020-12-26 19:32:38
881969158,996.49,2021-01-10 11:43:53
885811242,33.56,2020-09-28 06:18:18
882644898,538.52,2021-04-23 13:34:37
882021130,960.52,2023-08-05 10:46:13
883008167,903.65,2023-06-03 12:53:29
889445384,215.69,2022-08-25 09:50:20
883885454,655.13,2020-01-29 07:41:11
885076687,830.92,2021-07-13 22:43:40
889678266,966.29,2021-04-21 06:44:01
882890695,110.12,2024-02-02 10:14:44
885359033,37.7,2020-09-14 14:26:05
887260080,863.41,2023-05-16 11:30:00
888171747,580.33,2021-05-12 14:44:27
884814586,159.02,2020-03-31 10:41:24
885282826,187.67,2024-02-05 18:18:04
885094044,918.54,2023-05-21 14:06:36
881451098,702.99,2021-09-06 20:21:22
883820092,589.9,2021-04-12 08:01:14
887818758,514.07,2022-09-03 19:43:25
886266513,178.29,2023-08-30 10:32:42
884803312,403.87,2021-09-04 17:21:05
888068624,450.44,2020-01-31 07:26:16
887802084,526.9,2021-09-26 14:18:53
883716275,982.05,2023-08-03 14:58:14
886324908,506.15,2020-05-09 06:57:32
884816448,908.16,2020-12-27 21:38:35
885373998,546.01,2021-04-19 16:55:26
884069431,749.15,2023-09-17 09:33:36
888004436,786.08,2023-10-21 11:45:28
882279352,22.21,2022-08-11 21:25:33
885204624,111.32,2020-01-01 22:27:46
882010074,949.46,2024-03-22 06:31:49
884332455,508.7,2024-01-16 17:26:23
882332094,554.67,2023-01-10 22:41:45
886371956,440.31,2021-09-09 12:32:20
889091810,56.48,2021-09-18 20:57:54
881526313,26.99,2022-03-08 23:13:24
889047687,648.14,2020-07-05 07:00:43
888608729,895.47,2022-10-27 22:41:23
889404448,608.35,2022-12-30 20:56:32
889028939,512.37,2021-04-27 16:14:53
881429156,986.26,2022-11-12 13:07:03
889164804,550.18,2020-05-31 17:33:47
882637098,58.65,2022-01-08 07:51:07
881428948,120.17,2023-04-03 07:40:05
881742189,894.09,2020-11-24 18:20:02
882455096,346.1,2021-09-05 13:31:03
886843053,795.5,2021-04-16 21:49:55
888539358,727.82,2022-01-23 12:14:29
886735857,592.11,2022-07-04 10:15:36
889738729,803.77,2021-06-23 07:59:36
889693925,660.4,2022-10-14 22:03:35
888715411,596.82,2023-06-14 21:38:10
887214777,461.06,2021-03-16 06:29:03
881908137,324.89,2022-09-18 13:41:43
888206721,511.34,2020-06-30 09:16:49
888704804,535.14,2021-02-24 16:30:51
